Gender,Own_Car,Own_Property,Children_Count,Annual_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Employment_Days,Age_Days,Has_Work_Phone,Has_Phone,Has_Email,Occupation_Type,Family_Members,Status
F,N,N,0,189719,State servant,Secondary / secondary special,Civil marriage,House / apartment,-1463,-19204,0,0,0,Managers,3,0
M,Y,N,0,198976,Working,Incomplete higher,Single / not married,Municipal apartment,-5051,-24192,0,1,0,Cooking staff,2,0
M,N,Y,1,261972,Working,Higher education,Married,House / apartment,-5973,-14657,0,1,0,Laborers,3,1
M,Y,Y,0,196855,Working,Higher education,Single / not married,House / apartment,-12464,-21707,0,0,1,Core staff,5,1
F,N,Y,1,228539,Working,Secondary / secondary special,Married,Municipal apartment,-12475,-15503,0,0,0,IT staff,3,0
M,N,Y,0,204433,Commercial associate,Secondary / secondary special,Married,House / apartment,-5824,-21541,0,1,0,Medicine staff,3,1
F,N,Y,3,254189,Working,Secondary / secondary special,Married,House / apartment,-13643,-20776,0,1,0,Medicine staff,2,1
F,N,N,3,114300,Pensioner,Higher education,Married,With parents,19,-17429,0,0,0,Medicine staff,2,0
M,N,Y,1,150047,Working,Higher education,Civil marriage,Municipal apartment,-7278,-10829,1,0,0,Private service staff,2,1
M,N,N,0,170254,State servant,Secondary / secondary special,Single / not married,House / apartment,-9018,-9677,0,1,0,Core staff,3,1
M,N,Y,0,227393,Commercial associate,Secondary / secondary special,Married,With parents,-153,-18249,0,0,0,Core staff,3,0
F,N,Y,0,222495,Working,Secondary / secondary special,Married,House / apartment,-3748,-15283,0,0,0,Cooking staff,3,1
F,Y,N,2,31913,Pensioner,Incomplete higher,Married,House / apartment,4,-9589,0,0,0,Drivers,2,0
F,Y,Y,1,80614,Pensioner,Secondary / secondary special,Married,Municipal apartment,17,-18763,0,0,0,Drivers,2,0
F,Y,Y,2,180682,Working,Secondary / secondary special,Married,House / apartment,-13629,-15209,0,0,0,Security staff,3,1
M,N,Y,3,205569,Working,Secondary / secondary special,Single / not married,House / apartment,-11776,-15764,0,1,0,Sales staff,2,0
F,N,Y,0,150743,State servant,Secondary / secondary special,Married,House / apartment,-13126,-14655,0,0,0,Cooking staff,2,1
F,N,Y,1,308119,Working,Secondary / secondary special,Civil marriage,House / apartment,-4309,-10841,1,0,0,Cooking staff,3,1
M,Y,Y,0,159807,Working,Higher education,Married,House / apartment,-11639,-19681,1,1,0,Private service staff,3,1
F,N,N,0,161507,Working,Lower secondary,Married,House / apartment,-8896,-23625,0,0,0,Medicine staff,2,0
F,N,Y,0,141487,Pensioner,Secondary / secondary special,Married,House / apartment,19,-16870,0,0,0,Security staff,4,0
F,N,N,0,82345,Pensioner,Secondary / secondary special,Single / not married,House / apartment,27,-18008,0,0,0,Accountants,2,0
F,N,Y,2,172126,State servant,Higher education,Married,House / apartment,-6244,-11150,0,0,0,Private service staff,5,1
F,N,N,0,314743,Commercial associate,Higher education,Married,House / apartment,-1981,-11765,0,0,0,Secretaries,1,1
F,Y,Y,1,98052,Working,Secondary / secondary special,Separated,House / apartment,-2274,-7018,0,0,0,Security staff,1,0
M,N,N,1,167045,Commercial associate,Higher education,Married,Municipal apartment,-8102,-20051,0,0,0,Accountants,4,1
M,Y,Y,1,136902,Pensioner,Higher education,Separated,House / apartment,26,-18428,1,0,0,Laborers,2,0
F,N,Y,0,224139,Working,Secondary / secondary special,Married,House / apartment,-2823,-11270,0,0,0,High skill tech staff,3,1
M,N,Y,2,235554,Working,Secondary / secondary special,Single / not married,House / apartment,-2084,-12411,0,0,0,Security staff,3,1
M,N,Y,1,250632,Working,Higher education,Married,House / apartment,-10002,-7978,1,1,0,Drivers,4,1
M,Y,Y,1,278047,Commercial associate,Higher education,Married,House / apartment,-5338,-20834,0,0,0,Cleaning staff,5,1
M,N,Y,0,55680,Pensioner,Secondary / secondary special,Married,House / apartment,28,-14886,0,1,0,Accountants,2,0
F,N,Y,1,306050,Commercial associate,Secondary / secondary special,Married,House / apartment,-3695,-24355,0,0,0,Private service staff,3,1
F,Y,N,2,230313,State servant,Secondary / secondary special,Single / not married,House / apartment,-2318,-19116,0,1,0,Laborers,1,0
M,N,Y,1,151816,Working,Higher education,Separated,House / apartment,-10658,-12539,0,0,0,Sales staff,2,1
M,N,Y,2,51019,Pensioner,Secondary / secondary special,Married,House / apartment,14,-8527,0,0,0,High skill tech staff,4,0
M,N,N,1,125094,Pensioner,Secondary / secondary special,Married,House / apartment,25,-10297,1,0,0,High skill tech staff,2,0
F,N,Y,0,193158,Working,Higher education,Married,Office apartment,-13364,-9864,0,1,0,Sales staff,3,1
F,Y,Y,0,119658,State servant,Secondary / secondary special,Single / not married,Office apartment,-66,-13530,0,1,0,Secretaries,2,0
M,N,Y,0,136629,Working,Higher education,Married,House / apartment,-3896,-9579,0,0,0,IT staff,3,1
F,Y,N,1,111640,Pensioner,Secondary / secondary special,Married,With parents,19,-24450,1,0,0,Cooking staff,5,0
F,N,N,2,136881,Pensioner,Secondary / secondary special,Single / not married,House / apartment,28,-19776,0,1,0,IT staff,1,0
F,N,N,0,90657,Pensioner,Secondary / secondary special,Married,House / apartment,26,-11450,0,0,0,Accountants,3,0
F,N,Y,1,181203,Commercial associate,Lower secondary,Married,House / apartment,-3071,-19419,0,1,0,High skill tech staff,4,1
M,Y,N,0,112219,Working,Higher education,Married,House / apartment,-4710,-15565,0,0,0,Drivers,2,1
F,N,Y,0,339578,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-4211,-21521,0,0,0,Security staff,1,0
F,N,Y,0,112140,Working,Lower secondary,Married,House / apartment,-8086,-15863,0,1,0,Medicine staff,3,0
F,N,Y,0,119320,Pensioner,Higher education,Civil marriage,Rented apartment,28,-18909,0,1,1,Security staff,2,0
F,N,Y,0,114111,Pensioner,Secondary / secondary special,Married,With parents,24,-22367,1,0,0,Drivers,2,0
F,N,Y,0,188846,State servant,Secondary / secondary special,Married,Municipal apartment,-1164,-18210,1,0,0,Cooking staff,4,1
F,N,Y,0,101478,Working,Secondary / secondary special,Single / not married,Municipal apartment,-4296,-21499,0,0,0,Cleaning staff,2,0
M,N,Y,0,101365,Pensioner,Higher education,Married,With parents,24,-24111,0,0,0,Accountants,4,0
F,Y,Y,1,172077,State servant,Higher education,Married,House / apartment,-578,-16235,0,1,0,Cleaning staff,3,1
F,Y,Y,0,165308,Pensioner,Secondary / secondary special,Married,House / apartment,22,-10803,0,0,0,Medicine staff,3,1
F,N,Y,4,204351,Working,Secondary / secondary special,Married,House / apartment,-12642,-20840,0,1,0,Cooking staff,1,0
M,N,N,0,175808,Working,Secondary / secondary special,Single / not married,House / apartment,-492,-14844,0,1,0,Drivers,2,0
M,N,Y,0,132150,Working,Secondary / secondary special,Married,House / apartment,-3415,-20949,0,0,0,Security staff,2,1
M,N,N,0,160460,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-3030,-8773,1,0,0,Drivers,4,0
F,Y,Y,0,153938,Commercial associate,Secondary / secondary special,Married,Office apartment,-3397,-18803,1,0,0,Secretaries,2,1
F,N,Y,2,139525,State servant,Secondary / secondary special,Single / not married,House / apartment,-9385,-11468,0,1,0,Secretaries,2,0
M,Y,Y,0,276222,Working,Incomplete higher,Civil marriage,House / apartment,-13732,-22717,0,0,0,Security staff,2,0
F,Y,Y,3,207578,Working,Secondary / secondary special,Married,Municipal apartment,-5869,-20016,0,0,0,Laborers,2,0
F,N,N,3,341139,Commercial associate,Secondary / secondary special,Married,House / apartment,-160,-8005,0,0,0,IT staff,2,0
F,Y,Y,1,108217,Pensioner,Secondary / secondary special,Married,House / apartment,2,-11586,1,0,0,Cooking staff,3,0
F,N,Y,1,148505,State servant,Secondary / secondary special,Married,Municipal apartment,-2857,-18163,0,1,0,IT staff,1,0
F,Y,N,1,121195,Pensioner,Higher education,Single / not married,With parents,26,-11268,0,0,0,Sales staff,1,0
F,N,Y,0,152496,Working,Higher education,Single / not married,House / apartment,-2651,-17725,1,0,0,Sales staff,2,1
M,N,Y,1,153727,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-11904,-16285,1,1,0,Drivers,3,1
F,Y,Y,0,95778,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,20,-21423,0,0,0,Drivers,3,0
F,N,Y,0,210456,Working,Secondary / secondary special,Married,House / apartment,-14439,-10261,0,1,0,Secretaries,2,1
F,N,Y,1,246023,Working,Secondary / secondary special,Married,House / apartment,-3359,-13410,1,0,0,Accountants,3,1
F,N,Y,1,94501,Working,Higher education,Married,House / apartment,-3442,-23977,0,0,0,High skill tech staff,2,1
F,Y,N,2,121532,Working,Secondary / secondary special,Married,House / apartment,-3685,-9563,1,1,0,Accountants,4,0
M,N,Y,0,204639,Commercial associate,Higher education,Single / not married,Rented apartment,-3917,-13682,0,0,0,Core staff,1,1
F,N,Y,2,136538,Working,Higher education,Married,House / apartment,-6769,-13977,0,0,0,Private service staff,3,1
M,N,Y,0,382666,Working,Secondary / secondary special,Married,House / apartment,-5041,-9570,0,0,0,Cooking staff,4,1
M,N,N,0,210943,Working,Secondary / secondary special,Widow,House / apartment,-7261,-17765,0,0,0,Security staff,3,0
F,N,N,0,55777,Commercial associate,Lower secondary,Single / not married,House / apartment,-8129,-14381,1,1,0,Accountants,2,0
F,N,Y,0,149071,Working,Secondary / secondary special,Married,Municipal apartment,-675,-16932,0,0,0,Drivers,2,0
M,N,Y,0,175171,Commercial associate,Secondary / secondary special,Married,House / apartment,-12496,-23716,0,1,1,Medicine staff,3,1
M,N,Y,1,181808,Working,Secondary / secondary special,Married,House / apartment,-7979,-10534,0,0,0,Drivers,1,1
F,N,Y,2,186718,Working,Higher education,Separated,House / apartment,-9029,-19647,0,0,0,Cooking staff,3,1
M,N,Y,1,152598,Working,Secondary / secondary special,Separated,With parents,-7124,-24097,0,0,0,Sales staff,3,1
F,N,Y,1,163610,Working,Incomplete higher,Single / not married,House / apartment,-6021,-15631,0,0,1,Cleaning staff,3,1
F,N,Y,2,260657,Working,Higher education,Married,House / apartment,-4932,-16479,0,0,0,Drivers,1,1
F,Y,N,2,263070,Working,Incomplete higher,Married,Co-op apartment,-10903,-14919,0,0,0,High skill tech staff,3,1
M,N,Y,1,70634,Pensioner,Secondary / secondary special,Married,House / apartment,25,-8635,0,0,0,Laborers,3,0
M,N,N,0,142203,Commercial associate,Higher education,Married,House / apartment,-5679,-9029,1,0,0,Cooking staff,4,0
F,N,Y,2,212310,Working,Secondary / secondary special,Married,Co-op apartment,-4545,-14941,0,0,0,Managers,1,1
F,N,Y,1,273256,Working,Secondary / secondary special,Single / not married,House / apartment,-1936,-14293,1,0,0,Drivers,1,1
M,N,Y,0,151331,State servant,Incomplete higher,Married,With parents,-8178,-24588,0,1,0,Laborers,2,1
F,N,Y,0,280556,Commercial associate,Secondary / secondary special,Married,House / apartment,-9122,-18361,0,0,1,Accountants,1,1
M,Y,Y,2,265345,Working,Incomplete higher,Single / not married,House / apartment,-10491,-21167,0,0,0,Core staff,3,1
F,N,Y,0,178243,Commercial associate,Secondary / secondary special,Married,House / apartment,-2787,-12198,0,0,0,High skill tech staff,4,1
M,N,Y,5,109454,Pensioner,Academic degree,Civil marriage,Co-op apartment,12,-18443,1,1,0,Core staff,2,0
F,N,Y,0,96925,Pensioner,Secondary / secondary special,Married,Office apartment,29,-14533,0,0,0,IT staff,4,0
M,Y,N,2,197535,Working,Higher education,Married,House / apartment,-8814,-12968,0,1,0,Laborers,1,1
M,N,Y,0,259772,Working,Secondary / secondary special,Married,House / apartment,-4623,-9874,0,0,0,Sales staff,2,1
M,Y,Y,1,144634,Working,Secondary / secondary special,Widow,House / apartment,-5164,-22118,0,0,0,Cooking staff,1,0
M,Y,Y,2,178501,State servant,Higher education,Married,House / apartment,-11440,-13065,0,0,0,Accountants,2,1
F,Y,N,0,150642,Commercial associate,Higher education,Married,House / apartment,-9321,-22481,0,1,0,Laborers,4,1
F,Y,Y,1,166400,Working,Secondary / secondary special,Married,With parents,-12315,-12195,0,1,1,Secretaries,1,1
M,N,Y,0,142992,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-8388,-20600,0,1,0,Medicine staff,3,0
F,N,Y,0,144840,State servant,Secondary / secondary special,Married,With parents,-10179,-16154,1,1,0,Core staff,2,1
F,N,Y,0,192391,State servant,Secondary / secondary special,Widow,House / apartment,-7193,-8436,0,0,0,Accountants,4,0
F,N,N,1,112904,Pensioner,Secondary / secondary special,Separated,With parents,18,-21981,0,0,0,Sales staff,1,0
F,N,Y,0,53046,Student,Higher education,Single / not married,With parents,-13779,-24236,0,0,0,Secretaries,2,0
M,N,Y,0,134109,Working,Secondary / secondary special,Widow,House / apartment,-12751,-14442,1,1,1,Accountants,1,0
M,N,Y,0,166419,Pensioner,Secondary / secondary special,Married,House / apartment,4,-8825,0,0,0,Private service staff,2,0
F,N,Y,1,125131,Pensioner,Lower secondary,Married,House / apartment,26,-10786,1,0,1,High skill tech staff,2,0
M,N,N,2,164723,Working,Secondary / secondary special,Married,House / apartment,-7127,-18201,0,0,1,Laborers,4,0
F,N,Y,0,113423,Working,Higher education,Married,Rented apartment,-2386,-10491,0,1,0,Cleaning staff,3,1
M,Y,Y,0,172619,State servant,Higher education,Widow,House / apartment,-8107,-15026,0,0,0,Medicine staff,3,1
F,N,Y,3,179498,Working,Higher education,Married,Rented apartment,-6165,-7552,0,0,0,Cooking staff,2,1
M,Y,Y,0,154484,Pensioner,Higher education,Civil marriage,House / apartment,12,-19319,1,0,1,Private service staff,1,1
F,N,N,2,215097,Working,Higher education,Single / not married,With parents,-70,-7270,0,0,0,Cooking staff,2,1
F,N,Y,2,183402,Working,Secondary / secondary special,Married,Municipal apartment,-4260,-18003,0,0,1,Drivers,5,1
F,N,Y,2,208730,Working,Secondary / secondary special,Married,House / apartment,-9597,-15626,0,0,0,Laborers,4,1
M,Y,N,0,178367,Working,Higher education,Married,Rented apartment,-197,-20868,0,0,0,Laborers,4,1
F,N,Y,2,262075,Commercial associate,Secondary / secondary special,Married,House / apartment,-2205,-22547,0,0,0,Secretaries,3,1
F,Y,Y,2,294271,Commercial associate,Secondary / secondary special,Married,House / apartment,-3003,-24462,0,1,0,Cooking staff,1,1
F,N,Y,1,167809,Working,Higher education,Married,House / apartment,-559,-14385,0,0,1,Cleaning staff,2,1
F,Y,N,0,170360,Working,Higher education,Married,House / apartment,-9815,-22697,0,1,0,Drivers,1,1
F,Y,Y,0,231058,Working,Secondary / secondary special,Single / not married,Municipal apartment,-10710,-8368,0,0,1,Medicine staff,2,1
F,N,N,0,225438,Working,Incomplete higher,Married,House / apartment,-1501,-7225,0,1,0,Accountants,1,1
M,N,Y,1,122859,Pensioner,Higher education,Married,House / apartment,0,-23665,0,1,1,Private service staff,2,0
F,Y,Y,1,163183,Working,Lower secondary,Civil marriage,With parents,-5423,-22741,0,0,0,Managers,3,0
F,Y,Y,0,97160,Working,Incomplete higher,Married,House / apartment,-7848,-18385,0,0,0,Secretaries,4,0
M,N,Y,1,204724,Working,Secondary / secondary special,Married,House / apartment,-12416,-16309,0,1,0,Sales staff,3,1
M,N,Y,0,211510,Working,Higher education,Single / not married,House / apartment,-13399,-24190,0,0,0,Security staff,4,1
M,N,Y,1,36688,Working,Higher education,Separated,House / apartment,-1202,-21287,0,0,0,Managers,1,0
F,Y,Y,3,129939,Working,Higher education,Separated,House / apartment,-10058,-21296,0,0,0,Private service staff,1,1
F,N,N,0,100544,Pensioner,Higher education,Married,House / apartment,19,-23790,0,0,1,Managers,3,0
F,Y,N,0,161483,State servant,Secondary / secondary special,Married,House / apartment,-2004,-10789,0,1,0,Secretaries,2,1
F,Y,Y,0,116391,Pensioner,Secondary / secondary special,Married,House / apartment,17,-8902,0,1,0,Cooking staff,2,0
F,N,Y,1,177711,Working,Secondary / secondary special,Widow,House / apartment,-14193,-21255,1,0,0,Security staff,2,1
M,N,Y,2,167367,Working,Higher education,Married,House / apartment,-4149,-14822,1,0,0,High skill tech staff,2,1
M,Y,Y,3,135876,Commercial associate,Higher education,Married,House / apartment,-7655,-7125,0,0,0,High skill tech staff,2,1
M,Y,N,0,141779,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-6694,-9184,0,0,0,Accountants,2,0
M,Y,Y,3,64263,Student,Higher education,Widow,Municipal apartment,-12273,-9380,1,0,0,Cooking staff,2,0
M,N,Y,0,115183,Working,Higher education,Single / not married,Rented apartment,-2082,-11782,0,0,1,Security staff,3,1
F,N,N,1,202804,Working,Secondary / secondary special,Married,House / apartment,-4542,-18890,1,1,0,Accountants,2,1
F,Y,Y,0,228406,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-2516,-23183,0,0,0,Secretaries,2,1
F,Y,Y,3,117084,Pensioner,Secondary / secondary special,Civil marriage,With parents,26,-18387,0,1,0,Security staff,2,0
F,N,Y,1,120577,Pensioner,Incomplete higher,Married,House / apartment,0,-20681,0,0,0,Drivers,2,0
F,N,Y,1,384327,Commercial associate,Higher education,Married,House / apartment,-6835,-7341,0,1,0,Laborers,3,1
M,N,Y,2,160668,State servant,Secondary / secondary special,Married,House / apartment,-4080,-17769,1,0,0,Sales staff,3,1
F,Y,N,0,141472,Working,Secondary / secondary special,Civil marriage,House / apartment,-673,-13786,0,0,1,Security staff,3,0
F,Y,N,0,111161,State servant,Higher education,Married,House / apartment,-10829,-22123,0,0,0,Core staff,2,1
M,N,Y,2,106587,State servant,Higher education,Single / not married,House / apartment,-5359,-20913,0,0,1,High skill tech staff,3,1
M,N,N,0,125869,Pensioner,Higher education,Married,House / apartment,11,-23853,0,0,0,Accountants,3,0
